id,price_doc
30702,6746159.809570651
30703,4374979.205048858
30704,8964241.112847475
30705,8356727.500804402
30706,14105318.757575113
30707,1812634.8290304441
30708,10457366.253068313
30709,7940792.328836359
30710,5939194.097354269
30711,5289654.202497943
30712,5883430.737844481
30713,7156396.246186858
30714,7569486.614305732
30715,4979262.543037392
30716,10644158.788343364
30717,6841347.955062305
30718,10406165.607411962
30719,11385627.860471424
30720,9668550.575824216
30721,7973796.791190607
30722,7446568.217394282
30723,6540165.45345591
30724,10563991.31780183
30725,8068128.867231722
30726,8499339.361697398
30727,10556312.189962234
30728,9331359.622444948
30729,1939816.2780326218
30730,7210330.366067626
30731,6727316.871036756
30732,6258095.736258877
30733,9537011.872974614
30734,9220515.131783426
30735,5255916.93476413
30736,9857148.480985856
30737,9162227.396856466
30738,8568145.896524137
30739,3759253.750831239
30740,6928665.5382993575
30741,8396118.906151248
30742,4844292.237290522
30743,6468867.209208147
30744,7789664.9990447685
30745,8356712.485578129
30746,5634292.485393972
30747,10329939.666927636
30748,9948105.646161234
30749,7532285.051929941
30750,5890461.106062471
30751,4654390.57731087
30752,8638396.826609027
30753,8618489.762575295
30754,7118150.301171573
30755,1372954.895463407
30756,11172609.788787326
30757,7314359.221565803
30758,9547349.129025623
30759,6173554.116270208
30760,1372954.895463407
30761,8864406.384174425
30762,7127152.202655323
30763,10383149.427709382
30764,7098386.381721335
30765,4659176.371144045
30766,2004436.1598514956
30767,8706640.361524563
30768,7610662.317577237
30769,6104594.707520008
30770,7571355.8200086355
30771,2538204.061243614
30772,9243444.538632
30773,7961014.171496334
30774,5952578.712628515
30775,11002022.032578165
30776,6311222.251215847
30777,7382168.044693716
30778,7866514.011749032
30779,6683850.287023435
30780,9267604.781883005
30781,8758885.058171686
30782,5155765.951570643
30783,6673187.25686577
30784,3508741.4650829537
30785,5529622.202400875
30786,5072187.410127845
30787,7356296.315334061
30788,6568132.280802876
30789,6904660.355632504
30790,8977734.44631938
30791,10679268.300694685
30792,9256457.715197086
30793,10809055.065545892
30794,9802154.073910743
30795,8960434.219188932
30796,7776113.739826104
30797,11433778.789031722
30798,3417976.0762809934
30799,7727654.363946335
30800,11658580.868149793
30801,6348941.320406914
30802,12498000.859969126
30803,3469525.305227872
30804,5296818.196237448
30805,10897581.035831172
30806,9504296.794755807
30807,7559486.7833630275
30808,10114387.366595296
30809,4954372.506826044
30810,8216896.967136329
30811,4905777.064950833
30812,6778120.1911872
30813,6045274.335748459
30814,3441699.05616758
30815,3736935.50877568
30816,8189158.963942413
30817,3726992.1179241007
30818,8823301.730121646
30819,8493920.748312617
30820,3666552.471336224
30821,11995194.71955128
30822,9747217.345088061
30823,8275245.201308498
30824,5585900.985136369
30825,4599703.734483244
30826,9661022.01849185
30827,4655994.206886254
30828,6969122.819337179
30829,6690166.962697113
30830,7144724.123193653
30831,7256691.31316229
30832,5473178.244957449
30833,6509552.2299672775
30834,5209233.951728076
30835,8509832.732099406
30836,7076932.5739665385
30837,5962814.79813301
30838,7307712.574776838
30839,7524690.052869533
30840,10050624.887831058
30841,9646000.726339946
30842,7052690.015592361
30843,6798905.736653144
30844,11267203.676444788
30845,9376071.300221745
30846,5639750.7360726055
30847,7054886.977401729
30848,8770952.998215448
30849,4553551.404235689
30850,4753443.6060534315
30851,5293450.336304468
30852,6112973.7352023395
30853,5330391.128935483
30854,7392407.217172553
30855,7965025.7350426065
30856,7409271.016047487
30857,3668250.477957406
30858,5400206.098840113
30859,6247033.432734852
30860,6229934.715338347
30861,8567424.65874759
30862,7609616.514561611
30863,9517852.779262912
30864,7721366.371670556
30865,10238399.119006809
30866,6639732.564467631
30867,8959702.03291203
30868,7620920.418583481
30869,5619291.787937742
30870,6974628.27591587
30871,8631068.713256864
30872,5435093.353956158
30873,4868328.184140803
30874,6637203.21160811
30875,6870331.924551202
30876,5979340.108772359
30877,10262501.573374411
30878,5539698.597736512
30879,11616524.94595642
30880,6538129.095721835
30881,3726992.1179241007
30882,8446287.468621247
30883,5705225.243501156
30884,6296449.698996195
30885,5875256.356816796
30886,8091940.87691888
30887,7980266.959238852
30888,9070543.101606742
30889,6011270.175005055
30890,7841022.6345337285
30891,1626060.6092216545
30892,2099030.047508956
30893,5828938.511387526
30894,6887228.663810866
30895,6175648.802140846
30896,5654305.417564001
30897,7899618.926302778
30898,7501943.820298242
30899,8275963.708629417
30900,4799888.052320814
30901,6701484.420403505
30902,3632398.2302666404
30903,8120156.399715597
30904,7890730.121828754
30905,5838963.219717855
30906,5546056.32880397
30907,9868451.15596464
30908,3824215.0280844197
30909,11146667.7902237
30910,5937121.398517559
30911,4351706.5465833545
30912,6495889.727659038
30913,10674332.341449615
30914,7143583.6446604
30915,9499322.96389691
30916,5636765.75833345
30917,9497170.69162879
30918,6714768.860595283
30919,1372954.895463407
30920,5656066.164866289
30921,3843138.8589158105
30922,6023923.461809929
30923,3960375.8320929846
30924,4561400.319228793
30925,11635877.886130294
30926,7261811.299780627
30927,8192822.826286877
30928,5972527.840777392
30929,4561400.319228793
30930,7870137.132619806
30931,8562748.37731241
30932,7724491.673441472
30933,5822376.209618048
30934,7867119.440082314
30935,6445928.097057219
30936,8652951.805838665
30937,8485990.919322673
30938,2480393.5983563857
30939,10047976.317408334
30940,8320162.06969435
30941,7133705.10920832
30942,4569116.329959399
30943,6346752.799902007
30944,5048966.394483504
30945,4066709.295144769
30946,13369150.568929806
30947,7171348.812920757
30948,5642754.328356873
30949,6330844.2603467
30950,7077104.62735642
30951,10718922.968136232
30952,8135383.68603939
30953,9194239.414770827
30954,5278594.946062972
30955,8858347.70391218
30956,8231314.811129448
30957,6496500.981400557
30958,13886626.851234099
30959,6726305.424868244
30960,8127366.705047222
30961,9593930.947057003
30962,9938176.666367846
30963,4521487.037012121
30964,7416254.912250474
30965,6803633.992282204
30966,9588833.275691168
30967,8780664.567266319
30968,3554984.8880109442
30969,4133254.3683446646
30970,10914860.337830573
30971,9695953.738704214
30972,4511629.918974506
30973,5151831.135847762
30974,5858237.100096421
30975,9127400.384559749
30976,4997490.445528789
30977,7331192.313544551
30978,8034818.790283417
30979,4970532.886267324
30980,9155470.357916024
30981,6709813.685782127
30982,6630432.351684615
30983,5132756.148351982
30984,6595714.320977536
30985,4933940.916843513
30986,10215979.3386177
30987,8986172.035641983
30988,6565387.972378577
30989,7271639.941829659
30990,8573564.746440075
30991,9023331.266611125
30992,2731068.8308164207
30993,8152542.4011118505
30994,7773029.848163465
30995,8295158.92747689
30996,6391043.586653654
30997,7270014.652969765
30998,9442141.026405195
30999,4778368.873899763
31000,7519265.870470755
31001,7011098.534009136
31002,8153949.774848851
31003,8121987.663083178
31004,4371828.727874303
31005,1498521.6362251407
31006,7511868.649039845
31007,7434804.93397106
31008,5356454.835742926
31009,8460588.315282155
31010,6588613.615672952
31011,5185472.899826356
31012,5794024.250602419
31013,6688694.394600582
31014,9625063.20927802
31015,9527623.431132328
31016,4617909.573881594
31017,9701133.706431303
31018,7494836.945560736
31019,5456379.733949848
31020,7376498.019789487
31021,10738417.46975478
31022,10925505.39467641
31023,10206653.460924871
31024,6949656.477886307
31025,5104541.762117322
31026,7017981.058970025
31027,5603025.93115932
31028,6037303.745710311
31029,7777582.055016391
31030,8787875.567259172
31031,8359665.9168585
31032,8979005.354459677
31033,12148557.638290152
31034,8460166.51071043
31035,10282608.56472254
31036,7625971.879437442
31037,13738995.88040562
31038,5168481.363805079
31039,8214227.175475967
31040,10078706.06106979
31041,5334960.418289857
31042,8230847.5770847695
31043,6340706.390701977
31044,9184660.900113344
31045,8114295.775041205
31046,9223724.349670567
31047,8423702.101428503
31048,6550020.197589381
31049,7902754.987604812
31050,7596127.418450025
31051,6682741.912462035
31052,4281411.15943484
31053,12794757.71500368
31054,7351356.895076772
31055,4904851.072309749
31056,11064149.816903155
31057,4561400.319228793
31058,6171934.9980985
31059,3465250.6697907085
31060,7931039.717117774
31061,7294880.196981517
31062,7753372.729631744
31063,4278736.358264485
31064,5846587.63570125
31065,9688613.548185473
31066,6251551.087757255
31067,7875815.519504404
31068,5677862.137787628
31069,5878044.399523882
31070,4892249.436681131
31071,3919493.8284220374
31072,8236925.332937375
31073,3726992.1179241007
31074,7234712.437076436
31075,6403578.870700558
31076,8578107.416566998
31077,5555181.556745473
31078,5401592.62799027
31079,4971515.297628947
31080,9608571.158623582
31081,2614909.3931107647
31082,9057780.40268194
31083,4670590.843853664
31084,9606539.818773841
31085,10040481.430757355
31086,3429040.328474256
31087,6410374.267798063
31088,8517681.612093728
31089,7047137.073691957
31090,13144281.481053492
31091,7907954.534322036
31092,7246763.990645607
31093,7665949.707666097
31094,6561329.35713615
31095,5902467.77507111
31096,12199407.774757741
31097,9205628.51814514
31098,10019479.472754924
31099,11378973.423019111
31100,5553230.815194962
31101,4846037.760700773
31102,7058429.783212582
31103,8694597.264618918
31104,6998578.091263513
31105,5871655.453254061
31106,5089063.43975498
31107,11454008.68727305
31108,7381967.962620286
31109,5210723.609835388
31110,9218210.937352527
31111,8324343.051663889
31112,6562584.039276423
31113,4210885.066149676
31114,5472188.559626721
31115,5594234.911204407
31116,7317382.966635177
31117,7999588.007052965
31118,4584546.521168421
31119,3878276.5659154365
31120,6642130.0056520365
31121,11297367.344181802
31122,5885145.743597564
31123,5857174.689981099
31124,6465795.861818994
31125,8853556.71146238
31126,11361849.522315642
31127,6364132.032563273
31128,7135108.794126163
31129,5732534.5842569675
31130,9592471.05765498
31131,7928216.07918643
31132,8616289.747654613
31133,8360992.087399287
31134,7547824.674960713
31135,9485697.897109777
31136,9603030.263067383
31137,4601520.584332474
31138,7705373.364620283
31139,5202997.949375544
31140,6109222.096738605
31141,8511765.494594192
31142,10079509.257061142
31143,5234168.7269237805
31144,4301149.858479311
31145,4795552.6939164335
31146,6799317.995577511
31147,10119197.217119565
31148,7353331.527616548
31149,3537804.3426091797
31150,8865546.885872912
31151,7144497.154452699
31152,7771826.396181412
31153,5171073.55353897
31154,10267677.918401185
31155,7996832.909005028
31156,12366852.05040429
31157,4356437.33805231
31158,8203907.924850067
31159,6149284.49661722
31160,8053582.498736707
31161,4038660.4806872047
31162,5748179.329107547
31163,6962305.470625681
31164,5895443.282652043
31165,10636608.303075679
31166,6107261.923681273
31167,9192224.308410848
31168,7397243.418534112
31169,9013371.243102351
31170,6228977.621294196
31171,9803931.01793642
31172,4706454.834736666
31173,7950842.5632048715
31174,8566568.227797527
31175,9441847.398908962
31176,5813468.9045859985
31177,8392577.447585609
31178,5245896.158849883
31179,6823022.31453844
31180,5299486.587157788
31181,7452323.104841734
31182,7909415.958594863
31183,7501945.026533338
31184,7060274.504690021
31185,4674964.089607884
31186,7834544.513582344
31187,3927103.403177296
31188,5857174.689981099
31189,5501443.571785978
31190,6357173.706643047
31191,9408275.863896208
31192,4449824.770492178
31193,6294364.269041851
31194,7525013.432558028
31195,7201851.07478029
31196,5849233.787131257
31197,9297112.960845327
31198,7857403.340143057
31199,9324789.4956512
31200,8513125.46652002
31201,3810193.541271775
31202,4689529.174254006
31203,7578661.859953897
31204,3944699.6394515485
31205,8213405.976478642
31206,6038230.944550084
31207,5459837.845395541
31208,7653315.377073619
31209,4969099.106535385
31210,6461986.494308575
31211,7016093.845088489
31212,6070967.289055415
31213,8534443.034647992
31214,9171507.058611492
31215,5245905.578641238
31216,6580231.361968575
31217,7457480.070870275
31218,8155057.38465206
31219,1841223.820226784
31220,6794920.768094051
31221,4062735.546746841
31222,6587987.501564883
31223,9670093.298136482
31224,5189519.600499168
31225,8883502.622942463
31226,6516600.790812089
31227,9301708.323436564
31228,10275863.205737932
31229,9154667.940789428
31230,4932475.617760554
31231,4750204.278504144
31232,8485988.434536327
31233,8482882.119842235
31234,5843091.054355133
31235,5480840.287607494
31236,8249655.519073141
31237,8637232.33068112
31238,9590323.38550588
31239,11133944.611927813
31240,8981565.814138597
31241,8266008.958301435
31242,7666669.097362623
31243,4480899.839796485
31244,7835855.621500115
31245,8238038.163623561
31246,7857997.392827077
31247,5525666.022499384
31248,9314791.544341704
31249,10008065.317640224
31250,6647913.695535653
31251,7541604.910052961
31252,6599545.214074379
31253,8162992.457572761
31254,5389467.584480121
31255,9836662.262008986
31256,8429162.06403495
31257,4792698.002909129
31258,8661727.335045034
31259,10623051.153055023
31260,8180126.4640912395
31261,14294506.532890033
31262,5838963.219717855
31263,6022990.157812094
31264,4483037.434060761
31265,9768775.279809287
31266,6853736.067005714
31267,4701532.238928357
31268,5469254.562798737
31269,7541957.968403669
31270,4561016.503189223
31271,6975955.015778634
31272,10778142.405004498
31273,8506374.049679171
31274,6248856.810181656
31275,6523257.905498852
31276,5762573.159247529
31277,8593532.017502356
31278,10026111.474489907
31279,9435030.637855431
31280,10707267.058166498
31281,7068635.47176566
31282,10833011.357412238
31283,7072514.652361679
31284,4048935.7019105167
31285,4796574.539709982
31286,7036287.200259844
31287,9837603.787987858
31288,5334962.452229658
31289,7958368.50532758
31290,6745768.157280956
31291,7164724.860804802
31292,3569567.3754753
31293,7173698.407897892
31294,5183644.250614343
31295,10807962.849686127
31296,9557841.845321516
31297,8919398.734308574
31298,3903804.4743869556
31299,9784040.884555142
31300,8237043.467160044
31301,7128621.500589388
31302,4795525.27222677
31303,7340438.85322276
31304,7088636.722943087
31305,10262234.69947913
31306,3301074.99868098
31307,7542519.302931468
31308,8015547.702196973
31309,7386703.674062314
31310,15375316.966274614
31311,6581483.338029696
31312,7923125.151738192
31313,9049509.177603163
31314,8676456.352592696
31315,9982001.574741144
31316,9245210.997376718
31317,11284018.565963898
31318,9416483.848865796
31319,8698537.62032419
31320,6454024.938351122
31321,8153977.096212469
31322,11172609.788787326
31323,8078190.871491907
31324,8081393.7922648145
31325,9513313.167784039
31326,8463515.997655723
31327,7897795.162646418
31328,9770405.503145138
31329,6026865.26363536
31330,9358760.08849783
31331,8040679.795470273
31332,6019410.160503926
31333,5423658.182014795
31334,5469254.562798737
31335,8726164.727254817
31336,7007842.049244096
31337,8417707.01860337
31338,4202797.144713283
31339,5133958.605035385
31340,8750691.452775769
31341,9722071.80338085
31342,5630327.365488714
31343,5083669.715293194
31344,3010408.4158011535
31345,4454406.464294764
31346,4306867.153422805
31347,8740030.006876376
31348,9522655.248492157
31349,8946959.238851897
31350,3448604.3366725086
31351,6926211.89310545
31352,9598859.49864074
31353,6584167.249753254
31354,8742878.55265198
31355,9650416.774487182
31356,5072187.410127845
31357,6465030.20477183
31358,2820133.0902563957
31359,6266248.068745214
31360,9588178.868168432
31361,6877030.959900873
31362,10560108.439437576
31363,4831972.712359819
31364,3550951.7373468527
31365,4462394.505361919
31366,7198300.610261463
31367,9072092.790694887
31368,7993028.67301363
31369,5016130.606110682
31370,6866584.6870571915
31371,8028919.4059435455
31372,6708007.473131398
31373,5041627.986247273
31374,7374997.179001903
31375,4557815.898731925
31376,9326448.384116447
31377,8162646.1179103255
31378,7877228.099666813
31379,14338319.934667815
31380,4706715.116112547
31381,6792183.986325252
31382,6895090.23983697
31383,8360047.202915326
31384,12801646.123543926
31385,10357559.728905067
31386,8518511.536926571
31387,11317524.922090452
31388,5440637.136580115
31389,4354101.462393926
31390,8640879.420669058
31391,5246866.705256978
31392,10222457.36007696
31393,8475926.15394398
31394,7368973.158433476
31395,3152693.1839690907
31396,7169207.126632968
31397,7539722.834841033
31398,7567292.190986449
31399,8124589.315578366
31400,9672464.612776816
31401,8909050.300631259
31402,9575860.480099509
31403,6319557.073988552
31404,7184827.057813366
31405,8993128.306561938
31406,10277698.186622387
31407,4526612.682961656
31408,7261702.4276766
31409,7520726.951558813
31410,8816739.084610952
31411,7469380.311389031
31412,8692959.428098548
31413,7464536.823869909
31414,3591887.2587865493
31415,11529553.092609577
31416,7832694.94811188
31417,6806234.860277215
31418,7797508.970929733
31419,8986834.301769769
31420,8643447.579830881
31421,9310899.40839391
31422,7315868.5274103535
31423,7930449.509157576
31424,12983195.69474096
31425,5657878.621315974
31426,5130835.8682025345
31427,5567525.043567981
31428,7990709.260777195
31429,9585318.157508392
31430,5813468.9045859985
31431,5783422.686519328
31432,5185287.023223321
31433,6764119.7211282775
31434,4635434.623430782
31435,8641148.851258283
31436,9177217.19826623
31437,11158743.704560615
31438,8166731.964496185
31439,13378931.447564248
31440,8500049.273260305
31441,8617521.05991714
31442,7568932.252094006
31443,10917858.827374317
31444,7639797.9854727
31445,9176923.89819832
31446,9754204.759257264
31447,7255401.035682817
31448,7528037.771150093
31449,8625081.94338042
31450,6544820.601361727
31451,7331210.449370496
31452,8859731.54666118
31453,7872011.950908378
31454,6465892.899166433
31455,8361620.231572461
31456,5846587.63570125
31457,3887421.566821405
31458,11550485.898134142
31459,9601149.958993666
31460,6603338.736960933
31461,5416923.342938949
31462,4133887.414766468
31463,6128094.705153802
31464,9431181.313781027
31465,6544264.831948538
31466,15566679.038716832
31467,4119187.897350181
31468,10396608.729240008
31469,6180726.160591203
31470,5399443.271176075
31471,10173640.99783548
31472,2804097.1684256857
31473,9605880.603221573
31474,1623447.0537155238
31475,9090057.828313764
31476,11901670.860877585
31477,9635322.395467365
31478,7423243.341819572
31479,6951453.244471165
31480,9167973.523965579
31481,7594742.843743821
31482,8631619.101717412
31483,9405376.195301985
31484,6199723.138909543
31485,1772101.3096641514
31486,4125952.262431088
31487,6451326.388696292
31488,10630040.963317594
31489,6922283.989995782
31490,8525688.496492123
31491,7648868.390916601
31492,7017046.752347832
31493,8517853.933418196
31494,4564654.7145517515
31495,6665270.91924577
31496,9097413.637380837
31497,4279498.480774704
31498,10053636.508398855
31499,10020427.808999453
31500,9322202.981093187
31501,9069566.242478967
31502,8187071.726464398
31503,6030705.298761508
31504,9192056.64259566
31505,10940612.900969971
31506,7266056.2083282145
31507,6240492.698082517
31508,7248939.074414127
31509,6314309.101443704
31510,7991485.080156073
31511,5846587.63570125
31512,7466564.7870418085
31513,13179532.13211939
31514,10779374.229180982
31515,3356507.027352539
31516,10831475.917841205
31517,7398664.040999207
31518,7405370.462299061
31519,6913799.344864224
31520,8760112.255717454
31521,5633862.8009552
31522,5429554.305947317
31523,7586233.039175984
31524,9244919.97807853
31525,8677927.669523586
31526,6406526.545662615
31527,7111765.529432438
31528,6483266.273613868
31529,5358176.599603906
31530,6335433.308521936
31531,8815999.746977668
31532,5744369.332060394
31533,10841129.73794275
31534,7215309.492533928
31535,9395266.362661086
31536,7192735.093537135
31537,4844292.237290522
31538,5078503.669552925
31539,3898274.8461694703
31540,9596586.487982366
31541,2697891.0615115045
31542,5764109.03437647
31543,5029957.831306681
31544,5657399.86038633
31545,7110515.610222098
31546,11720777.402287891
31547,7420757.78632164
31548,9042886.730097404
31549,6458725.920220733
31550,5904631.956517806
31551,7495200.09183822
31552,6839178.755708784
31553,7797791.043281535
31554,7800924.350974215
31555,5100101.666533501
31556,7728910.610155955
31557,8212005.231099492
31558,9932197.675645318
31559,2603297.1738540446
31560,8201880.048443255
31561,6949296.216355574
31562,14613081.217649784
31563,4376954.373823838
31564,7949676.192567808
31565,8994739.467089195
31566,7786693.560613113
31567,9920184.749476984
31568,7713784.0253571225
31569,6427680.323939515
31570,6978722.941392941
31571,7765834.654587601
31572,4091528.1670647515
31573,4552249.052347049
31574,9451870.322576474
31575,5350510.822421592
31576,7015347.720306476
31577,4384597.329594288
31578,8472084.773779893
31579,6067204.34949171
31580,5367782.514449716
31581,6424961.763123339
31582,8580268.962461881
31583,8270036.645530013
31584,4635360.269554423
31585,8982319.28329657
31586,11156841.952993229
31587,9938938.634376505
31588,8514517.061005628
31589,4291064.6753032245
31590,4970356.070799408
31591,5907099.402315833
31592,7804650.780564262
31593,8363074.7868377045
31594,8567322.72835043
31595,7660769.575577326
31596,3619432.6034543766
31597,6276616.776718801
31598,3779638.2625538567
31599,5733201.2373586
31600,7251109.086961517
31601,9830520.295916801
31602,5832147.975771771
31603,10584475.68972967
31604,8641346.990739185
31605,6603338.736960933
31606,7094295.232396792
31607,6353333.063925701
31608,5548366.3127993895
31609,5748597.718784416
31610,7159945.803778121
31611,9992406.61573856
31612,6265143.082633817
31613,5394506.156740523
31614,9096008.617187547
31615,9839374.411868451
31616,9404852.98223098
31617,5750596.088211177
31618,7536482.0989382025
31619,7701160.895653849
31620,5428444.447887741
31621,6867850.843399194
31622,13530720.096582616
31623,9389528.985360254
31624,5531666.825728805
31625,6761161.369244747
31626,6205249.365612368
31627,6917753.235498406
31628,7791692.9493145915
31629,9373735.085265048
31630,4374979.205048858
31631,6172399.801232261
31632,10670055.978051681
31633,5725586.5837131245
31634,8093356.871207076
31635,11737602.729296906
31636,7807919.112429647
31637,5501620.607662134
31638,8133249.1210491685
31639,4350879.319662845
31640,9294760.368290562
31641,4868328.184140803
31642,2534214.0662739202
31643,5974210.003037537
31644,9203694.20567661
31645,9891692.891903415
31646,8028015.707841894
31647,6165219.860964945
31648,7539908.63972673
31649,5891392.314749738
31650,5810467.94370896
31651,9062848.158671092
31652,6217730.658959115
31653,6348356.66007493
31654,7656527.678046351
31655,5375713.006212855
31656,12147896.173921067
31657,8858863.457576958
31658,5589393.874155032
31659,6716351.946676364
31660,7512622.013150783
31661,7871973.046639152
31662,6784853.808793278
31663,4565192.822407221
31664,1720654.496879115
31665,4522271.860528372
31666,7230374.593479721
31667,7467543.274126224
31668,8766823.260095067
31669,9840894.24128421
31670,6675054.123538079
31671,6876170.295787978
31672,6813947.029513749
31673,10661431.91400217
31674,9402282.949157264
31675,7302632.107295325
31676,6743534.693776401
31677,4862394.277272218
31678,5040987.60475135
31679,7452255.36866505
31680,9484358.64036284
31681,6443535.2080643745
31682,2034335.6754131827
31683,8793131.50798165
31684,5235942.318511431
31685,4651582.28067684
31686,9931666.489595886
31687,11679900.956546897
31688,11343954.718962941
31689,4332299.261697201
31690,8538857.87771885
31691,5042085.768246701
31692,9136600.679108977
31693,6589664.582407132
31694,11267203.676444788
31695,7541604.910052961
31696,4865432.70499664
31697,5425130.093826351
31698,4308375.6726651015
31699,7043129.68569074
31700,6519351.29327381
31701,8075448.482303986
31702,7207430.470973854
31703,7657965.6562174605
31704,6958154.847698341
31705,7889546.2491847
31706,6256878.892690143
31707,9405972.35824256
31708,7519467.592662324
31709,4975863.566597341
31710,8777931.62288936
31711,7370856.292545969
31712,8338196.0483737765
31713,6364132.032563273
31714,5569216.70779072
31715,4855793.176293939
31716,5285111.016856192
31717,9280646.976177517
31718,5727757.97348133
31719,9041363.046181206
31720,5802634.727803898
31721,4181389.1086740145
31722,5785022.227722618
31723,6509037.227518242
31724,6578002.89792217
31725,6603338.736960933
31726,10100223.369097646
31727,8148738.296163137
31728,4995682.526222074
31729,5017109.271293146
31730,3543198.2243299694
31731,8345549.404959256
31732,7647807.723904634
31733,3529962.0266120313
